release_date,movie_title,production_budget,domestic_gross,worldwide_gross,genres,start_year,runtime_minutes,averagerating,numvotes,Revenue
27-07-2016,Nerve,20000000.0,38583626.0,70652284.0,"Documentary,History",2015,62.0,6.2,6,50652284.0
19-02-2016,Risen,20000000.0,36880033.0,46255763.0,"Biography,Drama",2010,121.0,5.3,182,26255763.0
19-02-2016,Risen,20000000.0,36880033.0,46255763.0,"Action,Adventure,Drama",2016,107.0,6.3,22813,26255763.0
18-08-2010,Vampires Suck,20000000.0,36661504.0,81424988.0,Comedy,2010,82.0,3.4,43984,61424988.0
21-12-1979,The Black Hole,20000000.0,35841901.0,35841901.0,"Sci-Fi,Thriller",2016,111.0,2.8,346,15841901.0
01-09-2010,The American,20000000.0,35606376.0,67950723.0,"Crime,Drama,Thriller",2010,105.0,6.3,86863,47950723.0
04-11-2011,A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0,"Adventure,Comedy",2011,90.0,6.3,62151,16265745.0
04-01-2013,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,"Horror,Thriller",2013,92.0,4.8,41784,27666013.0
27-10-1995,Copycat,20000000.0,32051917.0,32051917.0,Comedy,2016,90.0,5.1,157,12051917.0
12-03-2010,She's Out of My League,20000000.0,32010860.0,48680977.0,"Comedy,Romance",2010,104.0,6.4,117245,28680977.0
26-11-2008,Milk,20000000.0,31841299.0,57293371.0,"Documentary,Family",2015,91.0,7.2,14,37293371.0
31-08-2011,The Debt,20000000.0,31177548.0,46604054.0,"Drama,Thriller",2010,113.0,6.9,61046,26604054.0
31-08-2011,The Debt,20000000.0,31177548.0,46604054.0,"Drama,Mystery,Thriller",2015,99.0,6.1,624,26604054.0
23-08-2013,The World's End,20000000.0,26004851.0,47508505.0,"Action,Comedy,Sci-Fi",2013,109.0,7.0,235308,27508505.0
24-09-2010,You Again,20000000.0,25702053.0,32838945.0,"Comedy,Family,Romance",2010,105.0,5.8,46690,12838945.0
25-12-2018,On the Basis of Sex,20000000.0,24622687.0,38073377.0,"Biography,Drama",2018,120.0,6.9,12083,18073377.0
14-02-2014,Endless Love,20000000.0,23438250.0,34718173.0,"Drama,Romance",2014,104.0,6.3,37869,14718173.0
08-09-2006,The Covenant,20000000.0,23364784.0,38164784.0,Musical,2013,99.0,6.2,5,18164784.0
08-09-2006,The Covenant,20000000.0,23364784.0,38164784.0,Horror,2017,90.0,5.2,1359,18164784.0
01-07-2011,Monte Carlo,20000000.0,23186769.0,39686769.0,"Adventure,Comedy,Family",2011,109.0,5.8,38731,19686769.0
16-06-2017,Rough Night,20000000.0,22105643.0,46844357.0,"Comedy,Crime,Thriller",2017,101.0,5.2,39447,26844357.0
04-12-1998,Psycho,20000000.0,21541218.0,37226218.0,Thriller,2013,86.0,5.2,35,17226218.0
21-08-2009,Shorts,20000000.0,20919166.0,29870801.0,Drama,2013,95.0,6.5,408,9870801.0
30-10-1998,Vampires,20000000.0,20268825.0,20268825.0,"Comedy,Fantasy,Horror",2010,88.0,6.2,851,268825.0
20-11-2015,Secret in Their Eyes,20000000.0,20180155.0,32608019.0,"Crime,Drama,Mystery",2015,111.0,6.3,37455,12608019.0
31-07-1981,Under the Rainbow,20000000.0,18826490.0,18826490.0,"Comedy,Drama,Romance",2013,112.0,5.9,1174,-1173510.0
31-07-1981,Under the Rainbow,20000000.0,18826490.0,18826490.0,Horror,2015,75.0,6.2,8,-1173510.0
03-09-2004,Paparazzi,20000000.0,15712072.0,16612072.0,"Action,Drama,Romance",2015,110.0,5.9,30,-3387928.0
13-04-2012,Lockout,20000000.0,14326865.0,33943049.0,"Action,Sci-Fi,Thriller",2012,95.0,6.1,89554,13943049.0
30-09-2011,What's Your Number?,20000000.0,14011084.0,30163785.0,"Comedy,Romance",2011,106.0,6.1,67922,10163785.0
30-10-2015,Burnt,20000000.0,13651946.0,36773510.0,"Comedy,Drama",2015,101.0,6.6,95988,16773510.0
26-02-2016,Triple 9,20000000.0,12639297.0,25943792.0,"Crime,Thriller",2016,115.0,6.3,60369,5943792.0
02-09-2016,The Light Between Oceans,20000000.0,12545979.0,22281732.0,"Drama,Romance",2016,133.0,7.2,46247,2281732.0
01-10-2010,Let Me In,20000000.0,12134935.0,28270399.0,"Drama,Fantasy,Horror",2010,116.0,7.1,107012,8270399.0
01-10-2010,Let Me In,20000000.0,12134935.0,28270399.0,Horror,2017,74.0,5.1,7,8270399.0
03-06-2016,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,"Comedy,Music",2016,87.0,6.7,47278,-10462880.0
27-10-2017,Thank You for Your Service,20000000.0,9479390.0,9985316.0,"Documentary,Drama",2015,88.0,7.7,74,-10014684.0
27-10-2017,Thank You for Your Service,20000000.0,9479390.0,9985316.0,"Biography,Drama,War",2017,109.0,6.5,10006,-10014684.0
04-12-2009,Everybody's Fine,20000000.0,9208876.0,9208876.0,Drama,2016,105.0,5.9,62,-10791124.0
20-09-2013,Battle of the Year,20000000.0,8888355.0,16723377.0,"Drama,Music",2013,110.0,5.1,8769,-3276623.0
09-09-2005,The Man,20000000.0,8330720.0,10393696.0,Drama,2017,94.0,6.3,513,-9606304.0
12-12-2014,Inherent Vice,20000000.0,8110975.0,14772346.0,"Comedy,Crime,Drama",2014,148.0,6.7,83346,-5227654.0
11-10-2013,Machete Kills,20000000.0,8008161.0,18273009.0,"Action,Crime,Sci-Fi",2013,107.0,5.6,69968,-1726991.0
24-04-2015,Little Boy,20000000.0,6485961.0,17769299.0,"Drama,History,War",2015,106.0,7.4,20945,-2230701.0
26-10-2012,Chasing Mavericks,20000000.0,6002756.0,8300821.0,"Biography,Drama,Sport",2012,116.0,7.2,28994,-11699179.0
31-12-2014,A Most Violent Year,20000000.0,5749134.0,8846875.0,"Crime,Drama,Thriller",2014,125.0,7.0,60165,-11153125.0
23-11-2011,A Dangerous Method,20000000.0,5702083.0,14807531.0,"Biography,Drama,Romance",2011,99.0,6.4,93259,-5192469.0
26-08-2016,Hands of Stone,20000000.0,4712792.0,5031975.0,"Action,Biography,Drama",2016,111.0,6.6,12851,-14968025.0
07-09-2012,The Cold Light of Day,20000000.0,3763583.0,25361206.0,"Action,Thriller",2012,93.0,4.9,33039,5361206.0
26-10-2018,Suspiria,20000000.0,2483472.0,7034615.0,"Fantasy,Horror,Mystery",2018,152.0,6.8,37360,-12965385.0
03-11-2017,LBJ,20000000.0,2468683.0,2507181.0,"Biography,Drama,History",2016,98.0,6.5,4396,-17492819.0
13-11-2015,My All-American,20000000.0,2246000.0,2246000.0,"Biography,Drama,Sport",2015,118.0,7.2,5058,-17754000.0
06-12-2002,Equilibrium,20000000.0,1190018.0,5345869.0,"Comedy,Mystery,Thriller",2012,77.0,5.7,13,-14654131.0
06-12-2002,Equilibrium,20000000.0,1190018.0,5345869.0,Drama,2017,90.0,6.2,63,-14654131.0
29-04-2011,Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0,"Action,Comedy,Crime",2010,107.0,5.1,14120,-13906275.0
06-08-2010,Middle Men,20000000.0,754301.0,754301.0,"Action,Comedy,Crime",2010,82.0,5.8,45,-19245699.0
03-12-2010,All Good Things,20000000.0,582024.0,873617.0,"Crime,Drama,Mystery",2010,101.0,6.3,49684,-19126383.0
13-11-2015,By the Sea,20000000.0,538460.0,3727746.0,"Drama,Romance",2015,122.0,5.3,16206,-16272254.0
13-11-2015,By the Sea,20000000.0,538460.0,3727746.0,Drama,2016,80.0,8.0,33,-16272254.0
10-12-2010,The Tempest,20000000.0,277943.0,277943.0,"Comedy,Drama,Fantasy",2010,110.0,5.4,7073,-19722057.0
10-12-2010,The Tempest,20000000.0,277943.0,277943.0,Drama,2010,131.0,7.8,94,-19722057.0
10-12-2010,The Tempest,20000000.0,277943.0,277943.0,"Comedy,Drama",2014,169.0,8.5,171,-19722057.0
30-10-2015,Regression,20000000.0,55039.0,15824374.0,"Crime,Horror,Mystery",2015,106.0,5.7,33335,-4175626.0
31-12-2008,Admiral,20000000.0,0.0,38585047.0,"Action,Adventure,Biography",2015,151.0,7.0,7978,18585047.0
31-12-2012,Zambezia,20000000.0,0.0,34454336.0,"Adventure,Animation,Comedy",2012,83.0,5.8,6010,14454336.0
29-05-2015,Survivor,20000000.0,0.0,1703281.0,"Biography,Crime,Documentary",2012,81.0,9.0,45,-18296719.0
29-05-2015,Survivor,20000000.0,0.0,1703281.0,"Action,Crime,Thriller",2015,96.0,5.6,28614,-18296719.0
29-05-2015,Survivor,20000000.0,0.0,1703281.0,"Action,Adventure,Fantasy",2014,93.0,4.1,1750,-18296719.0
18-11-2016,The History of Love,20000000.0,0.0,476624.0,"Drama,Romance,War",2016,134.0,6.3,1024,-19523376.0
29-08-2014,Dwegons and Leprechauns,20000000.0,0.0,0.0,Animation,2014,98.0,4.2,84,-20000000.0
22-07-2016,Fight Valley,20000000.0,0.0,0.0,"Action,Drama",2016,90.0,2.7,494,-20000000.0
13-12-2018,Bird Box,19800000.0,0.0,0.0,"Drama,Horror,Sci-Fi",2018,124.0,6.6,218063,-19800000.0
01-12-2017,The Shape of Water,19500000.0,63859435.0,195790794.0,"Adventure,Drama,Fantasy",2017,123.0,7.3,308112,176290794.0
23-08-2013,The Frozen Ground,19200000.0,0.0,5617460.0,"Crime,Drama,Mystery",2013,105.0,6.4,51915,-13582540.0
29-07-2011,The Devil's Double,19100000.0,1361512.0,5965646.0,"Biography,Drama,Thriller",2011,109.0,7.1,58342,-13134354.0
24-06-2011,Bad Teacher,19000000.0,100292856.0,215448997.0,"Comedy,Romance",2011,92.0,5.7,181189,196448997.0
12-08-2016,Sausage Party,19000000.0,97670358.0,141344255.0,"Adventure,Animation,Comedy",2016,89.0,6.2,159111,122344255.0
26-02-2010,The Crazies,19000000.0,39123589.0,56445534.0,"Horror,Thriller",2010,101.0,6.5,104465,37445534.0
20-08-2010,The Switch,19000000.0,27758465.0,49858465.0,"Comedy,Drama,Romance",2010,101.0,6.1,90661,30858465.0
08-01-2010,Leap Year,19000000.0,25918920.0,32618920.0,"Comedy,Romance",2010,100.0,6.5,86125,13618920.0
08-01-2010,Leap Year,19000000.0,25918920.0,32618920.0,"Drama,Romance",2010,94.0,5.9,2211,13618920.0
08-11-2013,The Book Thief,19000000.0,21488481.0,76086711.0,"Drama,War",2013,131.0,7.6,119023,57086711.0
09-01-1998,Firestorm,19000000.0,8123860.0,8123860.0,Documentary,2010,54.0,7.3,6,-10876140.0
09-01-1998,Firestorm,19000000.0,8123860.0,8123860.0,"Action,Crime,Thriller",2013,118.0,6.2,2391,-10876140.0
04-03-2011,Take Me Home Tonight,19000000.0,6928068.0,7576604.0,"Comedy,Drama,Romance",2011,97.0,6.3,48393,-11423396.0
28-09-2012,Won't Back Down,19000000.0,5310554.0,5745503.0,Drama,2012,121.0,6.4,5915,-13254497.0
28-09-2012,Won't Back Down,19000000.0,5310554.0,5745503.0,Sport,2014,114.0,7.9,77,-13254497.0
01-06-2018,Action Point,19000000.0,5059608.0,5103675.0,Comedy,2018,85.0,5.0,6657,-13896325.0
02-02-2001,Left Behind,18500000.0,4221341.0,4221341.0,"Horror,Mystery,Thriller",2012,86.0,6.5,33,-14278659.0
02-02-2001,Left Behind,18500000.0,4221341.0,4221341.0,"Action,Drama,Fantasy",2014,110.0,3.1,33515,-14278659.0
03-10-2014,Left Behind,16000000.0,14019924.0,20769209.0,"Horror,Mystery,Thriller",2012,86.0,6.5,33,4769209.0
03-10-2014,Left Behind,16000000.0,14019924.0,20769209.0,"Action,Drama,Fantasy",2014,110.0,3.1,33515,4769209.0
09-05-2014,Neighbors,18000000.0,150086800.0,270944428.0,Comedy,2014,97.0,6.3,266020,252944428.0
09-05-2014,Neighbors,18000000.0,150086800.0,270944428.0,"Comedy,Drama",2018,90.0,7.6,18,252944428.0
29-07-1994,The Mask,18000000.0,119920129.0,351620129.0,"Crime,Fantasy,Thriller",2017,139.0,5.7,30,333620129.0
03-06-1988,Big,18000000.0,114968774.0,151668774.0,Documentary,2017,99.0,8.5,6,133668774.0
25-03-2016,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,"Comedy,Romance",2016,94.0,6.0,25933,74096558.0
11-09-2015,The Perfect Guy,18000000.0,57027435.0,60278166.0,"Crime,Drama,Horror",2015,100.0,5.6,8998,42278166.0
25-03-2011,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,"Comedy,Family",2011,99.0,6.6,23135,55695194.0
08-04-2011,Soul Surfer,18000000.0,43853424.0,47158652.0,"Biography,Drama,Family",2011,112.0,7.1,41659,29158652.0
29-06-2018,Uncle Drew,18000000.0,42469946.0,46527161.0,"Comedy,Sport",2018,103.0,5.7,9739,28527161.0
17-10-2014,Birdman or (The Unexpected Virtue of Ignorance),18000000.0,42340598.0,103215094.0,"Comedy,Drama",2014,119.0,7.7,519417,85215094.0
26-07-2013,Blue Jasmine,18000000.0,33404871.0,102912961.0,Drama,2013,98.0,7.3,179453,84912961.0
05-12-2003,Honey,18000000.0,30272254.0,62646763.0,Drama,2010,103.0,7.2,6221,44646763.0
05-12-2003,Honey,18000000.0,30272254.0,62646763.0,Drama,2013,96.0,6.8,1704,44646763.0
05-12-2003,Honey,18000000.0,30272254.0,62646763.0,"Drama,Romance",2018,105.0,7.3,95,44646763.0
07-08-2015,Ricki and the Flash,18000000.0,26839498.0,41166033.0,"Comedy,Drama,Music",2015,101.0,5.9,20932,23166033.0
13-12-1989,Glory,18000000.0,26593580.0,26593580.0,Drama,2016,101.0,7.6,1622,8593580.0
13-11-2015,Love the Coopers,18000000.0,26302731.0,42227490.0,"Comedy,Fantasy,Romance",2015,107.0,5.8,18018,24227490.0
25-09-2009,Fame,18000000.0,22455510.0,80227619.0,Documentary,2017,58.0,8.6,7,62227619.0
28-04-2017,The Circle,18000000.0,20497844.0,40651864.0,"Drama,Fantasy,Horror",2015,144.0,5.9,2396,22651864.0
28-04-2017,The Circle,18000000.0,20497844.0,40651864.0,"Adventure,Documentary,History",2013,48.0,7.6,8,22651864.0
28-04-2017,The Circle,18000000.0,20497844.0,40651864.0,"Drama,Horror,Thriller",2017,93.0,5.1,17,22651864.0
28-04-2017,The Circle,18000000.0,20497844.0,40651864.0,"Biography,Drama,Romance",2014,102.0,7.3,1316,22651864.0
28-04-2017,The Circle,18000000.0,20497844.0,40651864.0,"Drama,Sci-Fi,Thriller",2017,110.0,5.3,72536,22651864.0
05-11-2010,127 Hours,18000000.0,18335230.0,60217171.0,"Adventure,Biography,Drama",2010,94.0,7.6,323949,42217171.0
15-01-2016,Norm of the North,18000000.0,17062499.0,30535660.0,"Adventure,Animation,Comedy",2016,90.0,3.6,7951,12535660.0
16-08-2013,Jobs,18000000.0,16131410.0,43402515.0,"Biography,Drama",2013,128.0,5.9,88788,25402515.0
25-07-2014,And So It Goes,18000000.0,15160801.0,17920013.0,"Comedy,Drama,Romance",2014,94.0,5.8,11597,-79987.0
31-01-2014,Labor Day,18000000.0,13371528.0,14189810.0,"Drama,Romance",2013,111.0,6.9,39242,-3810190.0
30-08-2013,Getaway,18000000.0,10501938.0,11813989.0,"Action,Crime,Thriller",2013,90.0,4.4,22157,-6186011.0
15-01-2010,The Last Station,18000000.0,6617867.0,15696146.0,Documentary,2012,90.0,7.6,10,-2303854.0
26-06-1981,Dragonslayer,18000000.0,6000000.0,6000000.0,Documentary,2011,74.0,5.8,516,-12000000.0
25-12-1996,Hamlet,18000000.0,4501094.0,7129670.0,Drama,2011,88.0,5.4,22,-10870330.0
25-12-1996,Hamlet,18000000.0,4501094.0,7129670.0,Drama,2014,90.0,5.6,13,-10870330.0
25-12-1996,Hamlet,18000000.0,4501094.0,7129670.0,Drama,2015,184.0,6.5,77,-10870330.0
25-12-1996,Hamlet,18000000.0,4501094.0,7129670.0,Drama,2015,217.0,8.6,1587,-10870330.0
25-12-1996,Hamlet,18000000.0,4501094.0,7129670.0,Drama,2016,166.0,7.6,14,-10870330.0
12-05-2000,Hamlet,2000000.0,1577287.0,2419669.0,Drama,2011,88.0,5.4,22,419669.0
12-05-2000,Hamlet,2000000.0,1577287.0,2419669.0,Drama,2014,90.0,5.6,13,419669.0
12-05-2000,Hamlet,2000000.0,1577287.0,2419669.0,Drama,2015,184.0,6.5,77,419669.0
12-05-2000,Hamlet,2000000.0,1577287.0,2419669.0,Drama,2015,217.0,8.6,1587,419669.0
12-05-2000,Hamlet,2000000.0,1577287.0,2419669.0,Drama,2016,166.0,7.6,14,419669.0
11-04-2014,The Railway Man,18000000.0,4438438.0,23910210.0,"Biography,Drama,Romance",2013,116.0,7.1,34586,5910210.0
29-12-1995,Restoration,18000000.0,4100000.0,4100000.0,Drama,2011,102.0,6.8,207,-13900000.0
29-12-1995,Restoration,18000000.0,4100000.0,4100000.0,"Sci-Fi,Thriller",2016,50.0,6.7,82,-13900000.0
29-12-1995,Restoration,18000000.0,4100000.0,4100000.0,Horror,2016,92.0,4.0,808,-13900000.0
29-12-1995,Restoration,18000000.0,4100000.0,4100000.0,Drama,2016,93.0,8.4,17,-13900000.0
18-03-2016,Midnight Special,18000000.0,3712282.0,7680250.0,"Action,Drama,Mystery",2016,112.0,6.6,67921,-10319750.0
25-11-2016,Miss Sloane,18000000.0,3500605.0,7719630.0,"Drama,Thriller",2016,132.0,7.5,52788,-10280370.0
27-09-2013,Metallica Through the Never,18000000.0,3419967.0,9082906.0,Music,2013,93.0,7.2,15592,-8917094.0
23-02-1996,Unforgettable,18000000.0,2483790.0,2483790.0,Documentary,2010,88.0,5.9,7,-15516210.0
23-02-1996,Unforgettable,18000000.0,2483790.0,2483790.0,"Drama,Romance",2014,130.0,5.5,49,-15516210.0
23-02-1996,Unforgettable,18000000.0,2483790.0,2483790.0,"Drama,Thriller",2017,100.0,5.1,11489,-15516210.0
23-02-1996,Unforgettable,18000000.0,2483790.0,2483790.0,"Drama,Romance",2016,113.0,7.3,773,-15516210.0
21-04-2017,Unforgettable,12000000.0,11368012.0,16221211.0,Documentary,2010,88.0,5.9,7,4221211.0
21-04-2017,Unforgettable,12000000.0,11368012.0,16221211.0,"Drama,Romance",2014,130.0,5.5,49,4221211.0
21-04-2017,Unforgettable,12000000.0,11368012.0,16221211.0,"Drama,Thriller",2017,100.0,5.1,11489,4221211.0
21-04-2017,Unforgettable,12000000.0,11368012.0,16221211.0,"Drama,Romance",2016,113.0,7.3,773,4221211.0
01-03-2013,Phantom,18000000.0,1034589.0,1199510.0,"Drama,History,Thriller",2013,98.0,5.9,12786,-16800490.0
01-03-2013,Phantom,18000000.0,1034589.0,1199510.0,Drama,2013,76.0,7.7,1165,-16800490.0
01-03-2013,Phantom,18000000.0,1034589.0,1199510.0,"Action,Drama,Thriller",2015,136.0,5.8,7739,-16800490.0
01-03-2013,Phantom,18000000.0,1034589.0,1199510.0,"Crime,Horror,Thriller",2018,106.0,8.2,37,-16800490.0
26-04-2002,The Salton Sea,18000000.0,676698.0,676698.0,"Crime,Drama,Mystery",2016,87.0,6.5,13,-17323302.0
15-04-2016,I Am Wrath,18000000.0,0.0,309608.0,"Action,Crime,Drama",2016,92.0,5.4,11198,-17690392.0
14-11-2014,Wolves,18000000.0,0.0,94953.0,"Action,Fantasy,Horror",2014,91.0,5.3,7312,-17905047.0
14-11-2014,Wolves,18000000.0,0.0,94953.0,"Drama,Sport",2016,109.0,5.6,884,-17905047.0
22-08-2014,The Prince,18000000.0,0.0,0.0,"Action,Thriller",2014,93.0,4.6,16048,-18000000.0
19-02-2016,Forsaken,18000000.0,0.0,0.0,"Action,Drama,Western",2015,90.0,6.3,9199,-18000000.0
19-02-2016,Forsaken,18000000.0,0.0,0.0,"Adventure,Drama,Sci-Fi",2018,95.0,3.1,129,-18000000.0
19-02-2016,Forsaken,18000000.0,0.0,0.0,Drama,2015,80.0,4.6,13,-18000000.0
19-02-2016,Forsaken,18000000.0,0.0,0.0,Horror,2016,89.0,2.1,502,-18000000.0
19-02-2016,Forsaken,18000000.0,0.0,0.0,Thriller,2017,86.0,5.0,76,-18000000.0
13-07-2012,Red Lights,17700000.0,49521.0,14518884.0,"Drama,Fantasy,Horror",2012,114.0,6.2,55287,-3181116.0
27-11-2013,Black Nativity,17500000.0,7018188.0,7285135.0,"Drama,Family,Music",2013,93.0,4.6,1901,-10214865.0
25-04-2003,City of Ghosts,17500000.0,325491.0,325491.0,"Documentary,War",2017,92.0,7.4,2925,-17174509.0
06-04-2018,A Quiet Place,17000000.0,188024361.0,334522294.0,Documentary,2016,80.0,6.6,18,317522294.0
06-04-2018,A Quiet Place,17000000.0,188024361.0,334522294.0,"Drama,Horror,Sci-Fi",2018,90.0,7.6,305031,317522294.0
18-07-1986,Aliens,17000000.0,85160248.0,183316455.0,"Comedy,Mystery,Sci-Fi",2014,88.0,2.7,9,166316455.0
15-11-2013,The Best Man Holiday,17000000.0,70525195.0,72835710.0,"Comedy,Drama",2013,123.0,6.7,13967,55835710.0
28-09-2012,Pitch Perfect,17000000.0,65001093.0,116044347.0,"Comedy,Music,Romance",2012,112.0,7.2,256565,99044347.0
05-04-2013,Evil Dead,17000000.0,54239856.0,97778356.0,"Fantasy,Horror,Thriller",2013,91.0,6.5,146399,80778356.0
20-02-2015,"McFarland, USA",17000000.0,44480275.0,45707924.0,"Biography,Drama,Sport",2015,129.0,7.4,31735,28707924.0
11-11-2016,Almost Christmas,17000000.0,42065185.0,42493506.0,"Comedy,Drama",2016,111.0,6.1,5212,25493506.0
04-03-2011,Beastly,17000000.0,27865571.0,38028230.0,"Drama,Fantasy,Romance",2011,86.0,5.6,72599,21028230.0
20-08-2010,Lottery Ticket,17000000.0,24719879.0,24719879.0,Comedy,2010,99.0,5.0,10042,7719879.0
24-08-2012,The Apparition,17000000.0,4936819.0,10637281.0,"Horror,Thriller",2012,83.0,4.1,18112,-6362719.0
24-08-2012,The Apparition,17000000.0,4936819.0,10637281.0,Drama,2018,144.0,6.4,873,-6362719.0
10-06-2016,Genius,17000000.0,1361045.0,7265283.0,"Biography,Drama",2016,104.0,6.6,15611,-9734717.0
10-06-2016,Genius,17000000.0,1361045.0,7265283.0,"Action,Thriller",2018,165.0,4.7,747,-9734717.0
26-06-2015,Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,"Crime,Drama,History",2014,120.0,6.5,19419,-13082321.0
12-07-2019,Crawl,17000000.0,0.0,0.0,"Crime,Thriller",2011,80.0,4.7,1095,-17000000.0
12-07-2019,Crawl,17000000.0,0.0,0.0,Drama,2012,95.0,6.0,43,-17000000.0
11-03-2016,The Young Messiah,16800000.0,6469813.0,7313697.0,"Drama,Fantasy",2016,111.0,5.6,2882,-9486303.0
18-08-2006,The Illusionist,16500000.0,39868642.0,83792062.0,"Animation,Drama",2010,80.0,7.5,31734,67292062.0
19-05-2000,Road Trip,16000000.0,68525609.0,119739110.0,Horror,2013,90.0,6.5,14,103739110.0
25-05-2012,Moonrise Kingdom,16000000.0,45512466.0,68848446.0,"Adventure,Comedy,Drama",2012,94.0,7.8,291750,52848446.0
25-11-2011,The Artist,16000000.0,44667095.0,128256712.0,"Comedy,Drama,Romance",2011,100.0,7.9,217184,112256712.0
25-11-2011,The Artist,16000000.0,44667095.0,128256712.0,Thriller,2011,100.0,6.8,6,112256712.0
04-02-2011,The Roommate,16000000.0,37300107.0,52545707.0,"Drama,Thriller",2011,91.0,4.9,33062,36545707.0
12-03-2010,Remember Me,16000000.0,19068240.0,56506120.0,"Drama,Romance",2010,113.0,7.1,129443,40506120.0
12-03-2010,Remember Me,16000000.0,19068240.0,56506120.0,Comedy,2016,85.0,5.2,72,40506120.0
29-06-2012,People Like Us,16000000.0,12431792.0,12617472.0,"Comedy,Drama",2012,114.0,7.1,39618,-3382528.0
29-06-2012,People Like Us,16000000.0,12431792.0,12617472.0,Drama,2010,55.0,6.4,13,-3382528.0
18-11-2016,Bleed for This,16000000.0,5083906.0,6603926.0,"Biography,Drama,Sport",2016,117.0,6.8,21946,-9396074.0
14-11-2014,The Homesman,16000000.0,2429989.0,8217571.0,"Drama,Western",2014,122.0,6.6,27724,-7782429.0
05-04-2013,Trance,16000000.0,2322593.0,22594052.0,Horror,2010,83.0,4.6,77,6594052.0
05-04-2013,Trance,16000000.0,2322593.0,22594052.0,"Crime,Drama,Mystery",2013,101.0,6.9,104951,6594052.0
31-12-2012,Trance,950000.0,0.0,0.0,Horror,2010,83.0,4.6,77,-950000.0
31-12-2012,Trance,950000.0,0.0,0.0,"Crime,Drama,Mystery",2013,101.0,6.9,104951,-950000.0
16-05-2014,The Immigrant,16000000.0,2013456.0,7585011.0,"Drama,Romance",2013,120.0,6.6,26618,-8414989.0
15-08-1997,Steel,16000000.0,1686429.0,1686429.0,Drama,2012,95.0,5.7,264,-14313571.0
15-08-1997,Steel,16000000.0,1686429.0,1686429.0,"Drama,Mystery,Romance",2015,108.0,5.5,537,-14313571.0
02-11-2012,Vamps,16000000.0,3361.0,94812.0,"Comedy,Horror,Romance",2012,92.0,5.2,8838,-15905188.0
02-11-2012,Vamps,16000000.0,3361.0,94812.0,"Comedy,Horror,Thriller",2010,89.0,4.5,13,-15905188.0
31-12-2013,Zulu,16000000.0,0.0,1844228.0,"Crime,Drama,Thriller",2013,110.0,6.7,16607,-14155772.0
21-12-2018,Second Act,15700000.0,39282227.0,63288854.0,"Comedy,Drama,Romance",2018,103.0,5.8,13109,47588854.0
11-08-2017,Annabelle: Creation,15000000.0,102092201.0,305384865.0,"Horror,Mystery,Thriller",2017,109.0,6.5,90402,290384865.0
18-12-1985,The Color Purple,15000000.0,93589701.0,93589701.0,"Action,Drama",2010,97.0,6.6,1299,78589701.0
28-11-2014,The Imitation Game,15000000.0,91125143.0,227740463.0,"Biography,Drama,Thriller",2014,114.0,8.0,620834,212740463.0
18-01-2013,Mama,15000000.0,71628180.0,148095566.0,Drama,2010,50.0,4.5,6,133095566.0
18-01-2013,Mama,15000000.0,71628180.0,148095566.0,Drama,2010,71.0,6.8,24,133095566.0
18-01-2013,Mama,15000000.0,71628180.0,148095566.0,"Horror,Thriller",2013,100.0,6.2,158487,133095566.0
18-01-2013,Mama,15000000.0,71628180.0,148095566.0,Drama,2011,110.0,6.6,18,133095566.0
18-01-2013,Mama,15000000.0,71628180.0,148095566.0,Drama,2016,90.0,6.7,25,133095566.0
19-03-2010,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,"Comedy,Drama,Family",2010,94.0,6.2,38640,61954311.0
31-08-2007,Halloween,15000000.0,58269151.0,77514401.0,"Horror,Thriller",2018,106.0,6.6,88395,62514401.0
19-10-2018,Halloween,10000000.0,159342015.0,254900667.0,"Horror,Thriller",2018,106.0,6.6,88395,244900667.0
17-10-1978,Halloween,325000.0,47000000.0,70000000.0,"Horror,Thriller",2018,106.0,6.6,88395,69675000.0
30-09-2006,The Queen,15000000.0,56441711.0,128885873.0,"Action,Drama,War",2012,104.0,6.7,127,113885873.0
03-02-2012,The Woman in Black,15000000.0,54333290.0,128955898.0,"Drama,Fantasy,Horror",2012,95.0,6.4,165357,113955898.0
21-12-1994,Little Women,15000000.0,50003303.0,50003303.0,"Drama,Family",2018,112.0,4.6,626,35003303.0
10-08-2018,BlacKkKlansman,15000000.0,49275340.0,93017335.0,"Biography,Crime,Drama",2018,135.0,7.5,149005,78017335.0
22-02-2013,Snitch,15000000.0,42930462.0,57907734.0,"Action,Drama,Thriller",2013,112.0,6.5,78142,42907734.0
31-12-2012,Snitch,850000.0,0.0,0.0,"Action,Drama,Thriller",2013,112.0,6.5,78142,-850000.0
04-12-2015,Krampus,15000000.0,42725475.0,61788393.0,"Comedy,Fantasy,Horror",2015,98.0,6.2,55400,46788393.0
21-09-2012,End of Watch,15000000.0,41003371.0,57586606.0,"Action,Crime,Drama",2012,109.0,7.6,211308,42586606.0
